DATEOCC,YEAR,MONTH,DAY,CURR_IUCR,FBI_CD,AREA,BEAT,DISTRICT,X_COORD,Y_COORD,LOCATION,INC_CNT
2008-01-13 19:40:00,2008,01,13,0520,04A,2,0523,05,1173700,1819898,304,1
2008-01-13 22:37:00,2008,01,13,0520,04A,4,1213,12,1166566,1895714,103,1
2008-01-13 23:45:00,2008,01,13,051A,04A,5,1711,17,1153862,1939662,304,1
2008-01-14 02:00:00,2008,01,14,051A,04A,1,0723,07,1171536,1860377,090,1
2008-01-14 06:14:00,2008,01,14,051A,04A,2,0612,06,1168340,1851953,290,1
2008-01-14 07:06:41,2008,01,14,0520,04A,2,0421,04,1193920,1853791,090,1
2008-01-14 08:00:00,2008,01,14,051B,04A,4,1113,11,1144703,1901001,289,1
2008-01-14 12:00:00,2008,01,14,0530,04A,5,1632,16,1129054,1923837,259,1
2008-01-14 12:15:00,2008,01,14,0530,04A,1,0932,09,1165074,1868247,314,1
2008-01-14 15:35:00,2008,01,14,051A,04A,2,0512,05,1178991,1836506,304,1
2008-01-14 15:55:21,2008,01,14,051A,04A,5,1512,15,1136656,1902307,304,1
2008-01-14 16:00:00,2008,01,14,0530,04A,4,1331,13,1157405,1900970,290,1
2008-01-14 19:54:54,2008,01,14,0520,04A,1,0222,02,1180633,1875587,090,1
2008-01-14 20:05:00,2008,01,14,051A,04A,1,0824,08,1161163,1868100,269,1
2008-01-14 22:42:45,2008,01,14,051A,04A,5,1533,15,1144287,1897285,289,1
2008-01-14 23:00:00,2008,01,14,0520,04A,1,0813,08,1147480,1862993,090,1
2008-01-15 07:30:00,2008,01,15,0520,04A,5,2534,25,1147430,1908407,303,1
2008-01-15 10:00:00,2008,01,15,0558,04A,3,2412,24,1157068,1944505,314,1
2008-01-15 10:15:00,2008,01,15,051A,04A,5,2515,25,1140700,1916084,303,1
2008-01-15 11:50:00,2008,01,15,0520,04A,2,0321,03,1181078,1861289,090,1
2008-01-15 12:10:00,2008,01,15,0520,04A,4,1232,12,1171234,1892920,171,1
2008-01-15 14:50:00,2008,01,15,0558,04A,2,0513,05,1181436,1834047,304,1
2008-01-15 15:10:00,2008,01,15,0530,04A,2,0611,06,1165371,1851560,300,1
2008-01-15 15:30:00,2008,01,15,051A,04A,1,0825,08,1160084,1862718,304,1
2008-01-15 16:06:00,2008,01,15,051A,04A,2,0332,03,1188534,1858400,303,1
2008-01-15 17:30:00,2008,01,15,051A,04A,5,2525,25,1148248,1913588,303,1
2008-01-15 18:00:00,2008,01,15,0552,04A,2,0512,05,1184211,1836150,090,1
2008-01-15 19:00:00,2008,01,15,051A,04A,4,1022,10,1155950,1891371,304,1
2008-01-15 20:40:00,2008,01,15,0530,04A,1,0932,09,1166865,1869513,304,1
2008-01-15 21:30:00,2008,01,15,0520,04A,3,1833,18,1177332,1905650,304,1
2008-01-16 05:59:00,2008,01,16,051A,04A,1,0711,07,1173088,1863153,304,1
2008-01-16 08:45:00,2008,01,16,051A,04A,2,0313,03,1182530,1864112,304,1
2008-01-16 11:40:47,2008,01,16,0530,04A,3,2423,24,1163481,1946608,303,1
2008-01-16 11:48:00,2008,01,16,051A,04A,4,1024,10,1153374,1889912,304,1
2008-01-16 14:50:00,2008,01,16,0530,04A,5,1712,17,1149774,1932807,300,1
2008-01-16 15:30:00,2008,01,16,0520,04A,4,1111,11,1147920,1906623,304,1
